Calibration,1,18h2m17s," "," ",,,,,,,,,
"Time, s",Light,Threshold,,,,,,,,Time,ThreshHold,Time,ThreshHold
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,224
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,224
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,224
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,240
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,238
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,236
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,234
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,232
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,226
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,230
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
,,,,,,,,,,,,2.138,228
